Name,Symbol,RIC,Start Date,Hist.,Category,Exchange,Market,Currency,Type,Sector,Full Name,Activity,DocumentTitle,IssueISIN,SEDOL,TickerSymbol,IssuerOAPermID,FundClassLipperID,CUSIP
Praj Industries,IN:PNS,PRAJ.NS,28/03/1994,1994,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Praj Industries,Active,"Praj Industries Ltd, Ordinary Share, National Stock Exchange of India",INE074A01025,,PRAJIND,4295872392.0,,
NCC,IN:NAJ,NCCL.NS,15/12/1992,1992,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,NCC,Active,"NCC Ltd, Ordinary Share, National Stock Exchange of India",INE868B01028,,NCC,4295872542.0,,
Simplex Infrastructures,IN:SLX,SINF.NS,06/08/1993,1993,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Simplex Infrastructures,Active,"Simplex Infrastructures Ltd, Ordinary Share, National Stock Exchange of India",INE059B01024,,SIMPLEXINF,4295872374.0,,
Carysil,IN:ARY,CARY.NS,16/06/1995,1995,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Carysil,Active,"Carysil Ltd, Ordinary Share, National Stock Exchange of India",INE482D01024,,CARYSIL,4296479172.0,,
Mold Tek Technologies,IN:MKP,MOLD.NS,03/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Mold Tek Technologies,Active,"Mold-Tek Technologies Ltd, Ordinary Share, National Stock Exchange of India",INE835B01035,,MOLDTECH,4295873330.0,,
SPML Infra,IN:SUB,SPML.NS,21/02/1994,1994,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,SPML Infra,Active,"SPML Infra Ltd, Ordinary Share, National Stock Exchange of India",INE937A01023,,SPMLINFRA,4295874023.0,,
J K Lakshmi Cement,IN:JK,JKLC.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,J K Lakshmi Cement,Active,"JK Lakshmi Cement Ltd, Ordinary Share, National Stock Exchange of India",INE786A01032,,JKLAKSHMI,4295872438.0,,
Ambuja Cements,IN:CEM,ABUJ.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Ambuja Cements,Active,"Ambuja Cements Ltd, Ordinary Share, National Stock Exchange of India",INE079A01024,,AMBUJACEM,4295873304.0,,
Blue Star,IN:BLU,BLUS.NS,04/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Blue Star,Active,"Blue Star Ltd, Ordinary Share, National Stock Exchange of India",INE472A01039,,BLUESTARCO,4295872837.0,,
Semac Construction,IN:REV,SEMA.NS,02/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Semac Construction,Active,"Semac Construction Ltd, Ordinary Share, National Stock Exchange of India",INE617A01013,,SEMAC,4295873925.0,,
Walchandagar Industries,IN:WAL,WALC.NS,02/01/1984,1984,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Walchandagar Industries,Active,"Walchandnagar Industries Ltd, Ordinary Share, National Stock Exchange of India",INE711A01022,,WALCHANNAG,4295872454.0,,
Patel Engineering,IN:PEG,PENG.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Patel Engineering,Active,"Patel Engineering Ltd, Ordinary Share, National Stock Exchange of India",INE244B01030,,PATELENG,4295872745.0,,
Everest Industries,IN:EVL,EVRI.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Everest Industries,Active,"Everest Industries Ltd, Ordinary Share, National Stock Exchange of India",INE295A01018,,EVERESTIND,4295872352.0,,
Visaka Industries,IN:VSI,VSKI.NS,02/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Visaka Industries,Active,"Visaka Industries Ltd, Ordinary Share, National Stock Exchange of India",INE392A01021,,VISAKAIND,4295874281.0,,
Hindustan Construction Company,IN:HCN,HCNS.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Hindustan Construction Company,Active,"Hindustan Construction Company Ltd, Ordinary Share, National Stock Exchange of India",INE549A01026,,HCC,4295873563.0,,
Birlanu,IN:HYD,BIRU.NS,17/08/1990,1990,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Birlanu,Active,"BirlaNu Ltd, Ordinary Share, National Stock Exchange of India",INE557A01011,,BIRLANU,4295874199.0,,
Premier Polyfilm,IN:PLM,PRPF.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Premier Polyfilm,Active,"Premier Polyfilm Ltd, Ordinary Share, National Stock Exchange of India",INE309M01020,,PREMIERPOL,4296413168.0,,
Anjani Portland Cement,IN:ANJ,ANCM.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Anjani Portland Cement,Active,"Anjani Portland Cement Ltd, Ordinary Share, National Stock Exchange of India",INE071F01012,,APCL,4295874284.0,,
Axiscades Technologies,IN:IHR,AXIT.NS,08/01/2001,2001,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Axiscades Technologies,Active,"Axiscades Technologies Ltd, Ordinary Share, National Stock Exchange of India",INE555B01013,,AXISCADES,4295874146.0,,
Prism Johnson,IN:PTM,PRIS.NS,24/04/1995,1995,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Prism Johnson,Active,"Prism Johnson Ltd, Ordinary Share, National Stock Exchange of India",INE010A01011,,PRSMJOHNSN,4295873832.0,,
Kalpataru Projects International,IN:KPR,KAPT.NS,21/02/1995,1995,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Kalpataru Projects International,Active,"Kalpataru Projects International Ltd, Ordinary Share, National Stock Exchange of India",INE220B01022,,KPIL,4295872583.0,,
Ramco Industries,IN:RAI,RAMC.NS,31/03/1997,1997,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Ramco Industries,Active,"Ramco Industries Ltd, Ordinary Share, National Stock Exchange of India",INE614A01028,6433644,RAMCOIND,4295874014.0,,
GE Power India,IN:GP1,GEPO.NS,21/03/2000,2000,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,GE Power India,Active,"Ge Power India Ltd, Ordinary Share, National Stock Exchange of India",INE878A01011,,GVPIL,4295872618.0,,
Ultratech Cement,IN:URC,ULTC.NS,24/08/2004,2004,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Ultratech Cement,Active,"UltraTech Cement Ltd, Ordinary Share, National Stock Exchange of India",INE481G01011,,ULTRACEMCO,4295873970.0,,
Birla Corporation,IN:BIJ,BRLC.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Birla Corporation,Active,"Birla Corporation Ltd, Ordinary Share, National Stock Exchange of India",INE340A01012,,BIRLACORPN,4295872966.0,,
India Cements,IN:IDC,ICMN.NS,05/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,India Cements,Active,"India Cements Ltd, Ordinary Share, National Stock Exchange of India",INE383A01012,,INDIACEM,4295873040.0,,
Kesoram Industries,IN:KSI,KSRM.NS,02/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Kesoram Industries,Active,"Kesoram Industries Ltd, Ordinary Share, National Stock Exchange of India",INE087A01019,,KESORAMIND,4295872768.0,,
The Ramco Cements,IN:MDT,TRCE.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,The Ramco Cements,Active,"Ramco Cements Limited, Ordinary Share, National Stock Exchange of India",INE331A01037,,RAMCOCEM,4295873201.0,,
Madhucon Projects,IN:MDU,MAPR.NS,04/03/1996,1996,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Madhucon Projects,Active,"Madhucon Projects Ltd, Ordinary Share, National Stock Exchange of India",INE378D01032,,MADHUCON,4295872959.0,,
JK Cement,IN:JKC,JKCE.NS,30/06/2005,2005,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,JK Cement,Active,"J K Cement Ltd, Ordinary Share, National Stock Exchange of India",INE823G01014,,JKCEMENT,4295873446.0,,
Sanghi Industries,IN:GHI,SNGI.NS,10/08/1994,1994,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Sanghi Industries,Active,"Sanghi Industries Ltd, Ordinary Share, National Stock Exchange of India",INE999B01013,,SANGHIIND,4295872939.0,,
Greenply Industries,IN:GEP,GRPL.NS,19/04/1995,1995,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Greenply Industries,Active,"Greenply Industries Ltd, Ordinary Share, National Stock Exchange of India",INE461C01038,,GREENPLY,4295872396.0,,
Orient Bell,IN:OCR,ORBL.NS,13/03/2001,2001,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Orient Bell,Active,"Orient Bell Ltd, Ordinary Share, National Stock Exchange of India",INE607D01018,,ORIENTBELL,4295873952.0,,
ARO Granite Industries,IN:AGT,AROG.NS,24/04/1995,1995,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,ARO Granite Industries,Active,"Aro Granite Industries Ltd, Ordinary Share, National Stock Exchange of India",INE210C01013,,AROGRANITE,4295872527.0,,
Welspun Projects,IN:MSK,WELS.NS,04/11/2004,2004,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Welspun Projects,Active,"Welspun Enterprises Ltd, Ordinary Share, National Stock Exchange of India",INE625G01013,,WELENT,4295873788.0,,
Cera Sanitaryware,IN:CWR,CERA.NS,07/07/2005,2005,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Cera Sanitaryware,Active,"Cera Sanitaryware Ltd, Ordinary Share, National Stock Exchange of India",INE739E01017,,CERA,4295872626.0,,
Nila Infrastructures,IN:NLA,NHI.NS,19/06/1995,1995,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Nila Infrastructures,Active,"Nila Infrastructures Ltd, Ordinary Share, National Stock Exchange of India",INE937C01029,,NILAINFRA,4295873670.0,,
OM Infra,IN:OMM,OMIR.NS,07/04/2005,2005,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,OM Infra,Active,"Om Infra Ltd, Ordinary Share, National Stock Exchange of India",INE239D01028,,OMINFRAL,4295873639.0,,
KCP,IN:KES,KCP.NS,24/08/1995,1995,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,KCP,Active,"KCP Ltd, Ordinary Share, National Stock Exchange of India",INE805C01028,B15CXW0,KCP,4295872788.0,,
Pokarna Limited,IN:PYW,POKR.NS,01/03/2004,2004,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Pokarna Limited,Active,"Pokarna Ltd, Ordinary Share, National Stock Exchange of India",INE637C01025,,POKARNA,4295872466.0,,
Somany Ceramics,IN:SCW,SOCE.NS,22/11/1995,1995,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Somany Ceramics,Active,"Somany Ceramics Ltd, Ordinary Share, National Stock Exchange of India",INE355A01028,,SOMANYCERA,4295873811.0,,
Responsive Industries,IN:RNU,RSPO.NS,28/10/2005,2005,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Responsive Industries,Active,"Responsive Industries Ltd, Ordinary Share, National Stock Exchange of India",INE688D01026,,RESPONIND,5000780229.0,,
Grasim Industries,IN:GSI,GRAS.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Grasim Industries,Active,"Grasim Industries Ltd, Ordinary Share, National Stock Exchange of India",INE047A01021,,GRASIM,4295872971.0,,
Larsen and Toubro,IN:LST,LART.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Larsen and Toubro,Active,"Larsen and Toubro Ltd, Ordinary Share, National Stock Exchange of India",INE018A01030,,LT,4295872412.0,,
Voltas,IN:VLT,VOLT.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Voltas,Active,"Voltas Ltd, Ordinary Share, National Stock Exchange of India",INE226A01021,,VOLTAS,4295872669.0,,
Andhra Cements,IN:AND,ANDC.NS,07/09/1998,1998,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Andhra Cements,Active,"Andhra Cements Ltd, Ordinary Share, National Stock Exchange of India",INE666E01020,,ACL,4295873734.0,,
ACC,IN:ASC,ACC.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,ACC,Active,"ACC Ltd, Ordinary Share, National Stock Exchange of India",INE012A01025,,ACC,4295872413.0,,
Dalmia Bharat,IN:OC,DALB.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Dalmia Bharat,Active,"Dalmia Bharat Ltd, Ordinary Share, National Stock Exchange of India",INE00R701025,,DALBHARAT,5050706317.0,,
Thermax,IN:THX,THMX.NS,02/05/1995,1995,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Thermax,Active,"Thermax Limited, Ordinary Share, National Stock Exchange of India",INE152A01029,,THERMAX,4295872670.0,,
BIL Vyapar,IN:NAN,BILV.NS,22/10/1993,1993,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,BIL Vyapar,Active,"BIL Vyapar Limited, Ordinary Share, National Stock Exchange of India",INE071A01013,,BILVYAPAR,4295873318.0,,
Kriti Industries India,IN:KII,KRTI.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Kriti Industries India,Active,"Kriti Industries (India) Limited, Ordinary Share, National Stock Exchange of India",INE479D01038,,KRITI,4295872343.0,,
Cemindia Projects,IN:THC,CEMI.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Construction and Materials,Cemindia Projects,Active,"Cemindia Projects Ltd, Ordinary Share, National Stock Exchange of India",INE686A01026,,CEMPRO,4295874049.0,,
DSJ Keep Learning,IN:DSC,DSJK.NS,09/03/1995,1995,Equities,National India,India,Indian Rupee,Equity,Consumer Services,DSJ Keep Learning,Active,"DSJ Keep Learning Ltd, Ordinary Share, National Stock Exchange of India",INE055C01020,,KEEPLEARN,4296861966.0,,
Nava,IN:NBF,NAAL.NS,28/06/1994,1994,Equities,National India,India,Indian Rupee,Equity,Electricity,Nava,Active,"Nava Limited, Ordinary Share, National Stock Exchange of India",INE725A01030,BTJS502,NAVA,4295873672.0,,
Gujarat Industries Power Company,IN:GUT,GJIP.NS,02/04/1993,1993,Equities,National India,India,Indian Rupee,Equity,Electricity,Gujarat Industries Power Company,Active,"Gujarat Industries Power Company Ltd, Ordinary Share, National Stock Exchange of India",INE162A01010,,GIPCL,4295872664.0,,
PTC India,IN:PWT,PTCI.NS,07/04/2004,2004,Equities,National India,India,Indian Rupee,Equity,Electricity,PTC India,Active,"PTC India Ltd, Ordinary Share, National Stock Exchange of India",INE877F01012,,PTC,4295873109.0,,
NTPC,IN:NTP,NTPC.NS,04/11/2004,2004,Equities,National India,India,Indian Rupee,Equity,Electricity,NTPC,Active,"NTPC Ltd, Ordinary Share, National Stock Exchange of India",INE733E01010,B037HF1,NTPC,4295874173.0,,
Jaiprakash Power Ventures,IN:JHY,JAPR.NS,18/04/2005,2005,Equities,National India,India,Indian Rupee,Equity,Electricity,Jaiprakash Power Ventures,Active,"Jaiprakash Power Ventures Ltd, Ordinary Share, National Stock Exchange of India",INE351F01018,,JPPOWER,5000062099.0,,
Reliance Infrastructure,IN:REY,RLIN.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Electricity,Reliance Infrastructure,Active,"Reliance Infrastructure Ltd, Ordinary Share, National Stock Exchange of India",INE036A01016,,RELINFRA,4295873629.0,,
Energy Development Company,IN:ENE,EDCO.NS,10/09/2003,2003,Equities,National India,India,Indian Rupee,Equity,Electricity,Energy Development Company,Active,"Energy Development Company Ltd, Ordinary Share, National Stock Exchange of India",INE306C01019,,ENERGYDEV,4295872361.0,,
Urja Global,IN:URJ,URJA.NS,10/05/1995,1995,Equities,National India,India,Indian Rupee,Equity,Electricity,Urja Global,Active,"Urja Global Ltd, Ordinary Share, National Stock Exchange of India",INE550C01020,,URJA,4297013887.0,,
Tata Power,IN:TTP,TTPW.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Electricity,Tata Power,Active,"Tata Power Company Ltd, Ordinary Share, National Stock Exchange of India",INE245A01021,,TATAPOWER,4295872983.0,,
NLC India,IN:NEY,NLCI.NS,07/07/1997,1997,Equities,National India,India,Indian Rupee,Equity,Electricity,NLC India,Active,"NLC India Ltd, Ordinary Share, National Stock Exchange of India",INE589A01014,,NLCINDIA,4295872591.0,,
Cesc,IN:CES,CESC.NS,19/01/1994,1994,Equities,National India,India,Indian Rupee,Equity,Electricity,Cesc,Active,"CESC Ltd, Ordinary Share, National Stock Exchange of India",INE486A01021,,CESC,4295873239.0,,
Pitti Engineering,IN:POS,PITE.NS,04/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Pitti Engineering,Active,"Pitti Engineering Ltd, Ordinary Share, National Stock Exchange of India",INE450D01021,,PITTIENG,4295872201.0,,
Amara Raja Energy and Mobility,IN:AMT,AMAR.NS,24/07/1991,1991,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Amara Raja Energy and Mobility,Active,"Amara Raja Energy & Mobility Ltd, Ordinary Share, National Stock Exchange of India",INE885A01032,,ARE&M,4295873819.0,,
HBL Engineering,IN:HBN,HBLO.NS,20/07/1992,1992,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,HBL Engineering,Active,"HBL Engineering Ltd, Ordinary Share, National Stock Exchange of India",INE292B01021,,HBLENGINE,4295872479.0,,
S&S Power Switchgear,IN:PWG,SSPW.NS,06/08/1992,1992,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,S&S Power Switchgear,Active,"S & S Power Switchgear Ltd, Ordinary Share, National Stock Exchange of India",INE902B01017,,S&SPOWER,4295917353.0,,
EON Electric,IN:EOE,EONE.NS,08/08/2005,2005,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,EON Electric,Active,"EON Electric Ltd, Ordinary Share, National Stock Exchange of India",INE076H01025,,EON,4295872943.0,,
CMI,IN:CMI,CMI.NS,04/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,CMI,Active,"CMI Ltd, Ordinary Share, National Stock Exchange of India",INE981B01011,,CMICABLES,4296134468.0,,
Havell's India,IN:HVI,HVEL.NS,08/02/1994,1994,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Havell's India,Active,"Havells India Ltd, Ordinary Share, National Stock Exchange of India",INE176B01034,,HAVELLS,4295873645.0,,
Yuken India,IN:YKI,YUKE.NS,13/07/1993,1993,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Yuken India,Active,"Yuken India Ltd, Ordinary Share, National Stock Exchange of India",INE384C01016,,YUKEN,4295873221.0,,
Apar Industries,IN:APU,APAR.NS,19/04/1991,1991,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Apar Industries,Active,"Apar Industries Ltd, Ordinary Share, National Stock Exchange of India",INE372A01015,,APARINDS,4295873395.0,,
Precision Wires India,IN:PNW,PRWR.NS,13/07/1993,1993,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Precision Wires India,Active,"Precision Wires India Ltd, Ordinary Share, National Stock Exchange of India",INE372C01037,,PRECWIRE,4295873582.0,,
De Nora India,IN:TIA,DENO.NS,05/03/1991,1991,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,De Nora India,Active,"De Nora India Ltd, Ordinary Share, National Stock Exchange of India",INE244A01016,,DENORA,4295873343.0,,
Bharat Bijlee,IN:BBJ,BBJL.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Bharat Bijlee,Active,"Bharat Bijlee Ltd, Ordinary Share, National Stock Exchange of India",INE464A01036,BRJNR29,BBL,4295873066.0,,
Hind Rectifiers,IN:HR,HRCT.NS,03/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Hind Rectifiers,Active,"Hind Rectifiers Ltd, Ordinary Share, National Stock Exchange of India",INE835D01023,,HIRECT,4295873967.0,,
Universal Cables,IN:UVI,UNVR.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Universal Cables,Active,"Universal Cables Ltd, Ordinary Share, National Stock Exchange of India",INE279A01012,,UNIVCABLES,4295872886.0,,
W S Industries India,IN:WSS,WSIN.NS,13/07/1993,1993,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,W S Industries India,Active,"W S Industries (India) Ltd, Ordinary Share, National Stock Exchange of India",INE100D01014,,WSI,4295874239.0,,
Kirloskar Brothers,IN:KIL,KRBR.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Kirloskar Brothers,Active,"Kirloskar Brothers Ltd, Ordinary Share, National Stock Exchange of India",INE732A01036,,KIRLOSBROS,4295873743.0,,
Graphite India,IN:CBN,GRPH.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Graphite India,Active,"Graphite India Ltd, Ordinary Share, National Stock Exchange of India",INE371A01025,,GRAPHITE,4295872536.0,,
HEG,IN:HE,HEGL.NS,31/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,HEG,Active,"HEG Ltd, Ordinary Share, National Stock Exchange of India",INE545A01024,,HEG,4295872364.0,,
Salzer Electronics,IN:SLE,SALZ.NS,12/08/1993,1993,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Salzer Electronics,Active,"Salzer Electronics Ltd, Ordinary Share, National Stock Exchange of India",INE457F01013,,SALZERELEC,4295874005.0,,
Birla Ericsson Optical,IN:BRL,BRLE.NS,10/01/1994,1994,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Birla Ericsson Optical,Active,"Birla Cable Ltd, Ordinary Share, National Stock Exchange of India",INE800A01015,,BIRLACABLE,4295872701.0,,
Diamond Power Infrastructure,IN:DMD,DIAC.NS,26/05/1995,1995,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Diamond Power Infrastructure,Active,"Diamond Power Infrastructure Ltd, Ordinary Share, National Stock Exchange of India",INE989C01038,,DIACABS,4295873681.0,,
GE Vernova T&D India,IN:GE1,GETD.NS,19/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,GE Vernova T&D India,Active,"GE Vernova T&D India Ltd, Ordinary Share, National Stock Exchange of India",INE200A01026,,GVT&D,4295874167.0,,
CG Power and Industrial Solutions,IN:CG,CGPO.NS,02/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,CG Power and Industrial Solutions,Active,"CG Power and Industrial Solutions Ltd, Ordinary Share, National Stock Exchange of India",INE067A01029,,CGPOWER,4295873048.0,,
KSB,IN:KBP,KSBL.NS,04/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,KSB,Active,"KSB Ltd, Ordinary Share, National Stock Exchange of India",INE999A01023,,KSB,4295873347.0,,
Finolex Cables,IN:FIN,FNXC.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Finolex Cables,Active,"Finolex Cables Ltd, Ordinary Share, National Stock Exchange of India",INE235A01022,,FINCABLES,4295873054.0,,
KEI Industries,IN:EIK,KEIN.NS,18/04/1995,1995,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,KEI Industries,Active,"KEI Industries Ltd, Ordinary Share, National Stock Exchange of India",INE878B01027,,KEI,4295874048.0,,
ABB India,IN:AB,ABB.NS,13/02/1990,1990,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,ABB India,Active,"ABB India Ltd, Ordinary Share, National Stock Exchange of India",INE117A01022,,ABB,4295873072.0,,
Paramount Communications,IN:PMN,PCML.NS,19/06/1995,1995,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Paramount Communications,Active,"Paramount Communications Ltd, Ordinary Share, National Stock Exchange of India",INE074B01023,,PARACABLES,4295872505.0,,
Modison,IN:MQM,MOME.NS,31/01/2005,2005,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Modison,Active,"Modison Ltd, Ordinary Share, National Stock Exchange of India",INE737D01021,,MODISONLTD,4295873069.0,,
Shakti Pumps India,IN:TMK,SHPU.NS,22/02/2005,2005,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Shakti Pumps India,Active,"Shakti Pumps (India) Ltd, Ordinary Share, National Stock Exchange of India",INE908D01010,,SHAKTIPUMP,4295873825.0,,
Olectra Greentech,IN:GTE,OLEC.NS,14/12/2001,2001,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Olectra Greentech,Active,"Olectra Greentech Ltd, Ordinary Share, National Stock Exchange of India",INE260D01016,,OLECTRA,4295872328.0,,
Shivalik Bimetal Controls,IN:HVE,SHVB.NS,20/01/1994,1994,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Shivalik Bimetal Controls,Active,"Shivalik Bimetal Controls Ltd, Ordinary Share, National Stock Exchange of India",INE386D01027,,SBCL,4295872157.0,,
Ram Ratna Wires,IN:RRW,RAMR.NS,06/02/1995,1995,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Ram Ratna Wires,Active,"Ram Ratna Wires Ltd, Ordinary Share, National Stock Exchange of India",INE207E01023,,RAMRAT,4295873992.0,,
Genus Power Infrastructure,IN:ENU,GEOE.NS,24/05/1995,1995,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Genus Power Infrastructure,Active,"Genus Power Infrastructures Ltd, Ordinary Share, National Stock Exchange of India",INE955D01029,,GENUSPOWER,4295872469.0,,
Exide Industries,IN:EXI,EXID.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Electronic and Electrical Equipment,Exide Industries,Active,"Exide Industries Ltd, Ordinary Share, National Stock Exchange of India",INE302A01020,,EXIDEIND,4295873227.0,,
Gujarat Gas,IN:GUG,GGAS.NS,17/02/1992,1992,Equities,National India,India,Indian Rupee,Equity,"Gas, Water and Multi-utilities",Gujarat Gas,Active,"Gujarat Gas Ltd, Ordinary Share, National Stock Exchange of India",INE844O01030,,GUJGASLTD,5038034300.0,,
Indraprastha Gas,IN:IPL,IGAS.NS,26/12/2003,2003,Equities,National India,India,Indian Rupee,Equity,"Gas, Water and Multi-utilities",Indraprastha Gas,Active,"Indraprastha Gas Ltd, Ordinary Share, National Stock Exchange of India",INE203G01027,,IGL,4295872601.0,,
Ion Exchange India,IN:IOX,IONX.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,"Gas, Water and Multi-utilities",Ion Exchange India,Active,"Ion Exchange (India) Ltd, Ordinary Share, National Stock Exchange of India",INE570A01022,,IONEXCHANG,4295872238.0,,
Confidence Petroleum India,IN:CDL,CONF.NS,24/04/1995,1995,Equities,National India,India,Indian Rupee,Equity,"Gas, Water and Multi-utilities",Confidence Petroleum India,Active,"Confidence Petroleum India Ltd, Ordinary Share, National Stock Exchange of India",INE552D01024,,CONFIPET,4295872778.0,,
Sri Havisha Hospitality and Infrastructure,IN:SSL,SRIS.NS,02/01/1996,1996,Equities,National India,India,Indian Rupee,Equity,"Gas, Water and Multi-utilities",Sri Havisha Hospitality and Infrastructure,Active,"Sri Havisha Hospitality and Infrastructure Ltd, Ordinary Share, National Stock Exchange of India",INE293B01029,,HAVISHA,4295940815.0,,
Hitech Corporation,IN:HTP,HITE.NS,19/01/2004,2004,Equities,National India,India,Indian Rupee,Equity,General Industrials,Hitech Corporation,Active,"Hitech Corporation Ltd, Ordinary Share, National Stock Exchange of India",INE120D01012,,HITECHCORP,4295874076.0,,
