Name,Symbol,RIC,Start Date,Hist.,Category,Exchange,Market,Currency,Type,Sector,Full Name,Activity,DocumentTitle,IssueISIN,SEDOL,TickerSymbol,IssuerOAPermID,FundClassLipperID,CUSIP
Tecil Chemicals and Hydro Power,IN:TVE,TREL.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Chemicals,Tecil Chemicals and Hydro Power,Active,"Tecil Chemicals and Hydro Power Ltd, Ordinary Share, National Stock Exchange of India",INE014B01011,,TECILCHEM,4296669100.0,,
Bhansali Engineering Polymers,IN:BEP,BHAN.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Bhansali Engineering Polymers,Active,"Bhansali Engineering Polymers Ltd, Ordinary Share, National Stock Exchange of India",INE922A01025,,BEPL,4295872373.0,,
JBF Industries,IN:JBF,JBFI.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,JBF Industries,Active,"JBF Industries Ltd, Ordinary Share, National Stock Exchange of India",INE187A01017,,JBFIND,4295872287.0,,
Indonesia Rama Synthetics India,IN:INS,IRSY.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Indonesia Rama Synthetics India,Active,"Indo Rama Synthetics (India) Ltd, Ordinary Share, National Stock Exchange of India",INE156A01020,,INDORAMA,4295872503.0,,
Ganesha Ecosphere,IN:GPX,GANS.NS,13/07/1993,1993,Equities,National India,India,Indian Rupee,Equity,Chemicals,Ganesha Ecosphere,Active,"Ganesha Ecosphere Ltd, Ordinary Share, National Stock Exchange of India",INE845D01014,,GANECOS,4295973085.0,,
Rain Industries,IN:PIY,RAID.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Rain Industries,Active,"Rain Industries Ltd, Ordinary Share, National Stock Exchange of India",INE855B01025,,RAIN,4295872335.0,,
Linde India,IN:BOC,LIND.NS,23/01/1992,1992,Equities,National India,India,Indian Rupee,Equity,Chemicals,Linde India,Active,"Linde India Ltd, Ordinary Share, National Stock Exchange of India",INE473A01011,,LINDEINDIA,4295872691.0,,
National Fertilizers,IN:NF,NAFT.NS,08/10/1996,1996,Equities,National India,India,Indian Rupee,Equity,Chemicals,National Fertilizers,Active,"National Fertilizers Ltd, Ordinary Share, National Stock Exchange of India",INE870D01012,,NFL,4295873793.0,,
PI Industries,IN:PII,PIIL.NS,20/07/2005,2005,Equities,National India,India,Indian Rupee,Equity,Chemicals,PI Industries,Active,"PI Industries Ltd, Ordinary Share, National Stock Exchange of India",INE603J01030,,PIIND,4296345744.0,,
Apcotex Industries,IN:APC,APCI.NS,16/05/1995,1995,Equities,National India,India,Indian Rupee,Equity,Chemicals,Apcotex Industries,Active,"Apcotex Industries Ltd, Ordinary Share, National Stock Exchange of India",INE116A01032,,APCOTEXIND,4295872741.0,,
Ganesh Benzoplast,IN:GAN,GNSB.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Ganesh Benzoplast,Active,"Ganesh Benzoplast Ltd, Ordinary Share, National Stock Exchange of India",INE388A01029,,GANESHBE,4295872294.0,,
Rama Phosphates,IN:RMP,RMPH.NS,06/07/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Rama Phosphates,Active,"Rama Phosphates Ltd, Ordinary Share, National Stock Exchange of India",INE809A01032,,RAMAPHO,4295973017.0,,
GHCL,IN:GUH,GHCH.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,GHCL,Active,"GHCL Ltd, Ordinary Share, National Stock Exchange of India",INE539A01019,,GHCL,4295872272.0,,
GFL,IN:GFL,GFLL.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,GFL,Active,"GFL Ltd, Ordinary Share, National Stock Exchange of India",INE538A01037,,GFLLIMITED,4295873371.0,,
Vinyl Chemicals India,IN:VYL,VNYL.NS,13/07/1993,1993,Equities,National India,India,Indian Rupee,Equity,Chemicals,Vinyl Chemicals India,Active,"Vinyl Chemicals (India) Ltd, Ordinary Share, National Stock Exchange of India",INE250B01029,,VINYLINDIA,4295872534.0,,
Oriental Aromatics,IN:CAM,OIEN.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Oriental Aromatics,Active,"Oriental Aromatics Ltd, Ordinary Share, National Stock Exchange of India",INE959C01023,,OAL,4295873356.0,,
Manali Petrochemical,IN:MAN,MNLI.NS,11/06/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Manali Petrochemical,Active,"Manali Petrochemicals Ltd, Ordinary Share, National Stock Exchange of India",INE201A01024,,MANALIPETC,4295872743.0,,
I G Petrochemicals,IN:IGE,IGPT.NS,13/07/1993,1993,Equities,National India,India,Indian Rupee,Equity,Chemicals,I G Petrochemicals,Active,"I G Petrochemicals Ltd, Ordinary Share, National Stock Exchange of India",INE204A01010,,IGPL,4295872960.0,,
Aarti Industries,IN:AID,ARTI.NS,04/06/1992,1992,Equities,National India,India,Indian Rupee,Equity,Chemicals,Aarti Industries,Active,"Aarti Industries Ltd, Ordinary Share, National Stock Exchange of India",INE769A01020,,AARTIIND,4295872159.0,,
Rashtriya Chemicals and Fertilisers,IN:RAT,RSTC.NS,17/09/1992,1992,Equities,National India,India,Indian Rupee,Equity,Chemicals,Rashtriya Chemicals and Fertilisers,Active,"Rashtriya Chemicals and Fertilizers Ltd, Ordinary Share, National Stock Exchange of India",INE027A01015,,RCF,4295873256.0,,
Fertilisers and Chemicals Travancore,IN:FET,FCTL.NS,22/10/1992,1992,Equities,National India,India,Indian Rupee,Equity,Chemicals,Fertilisers and Chemicals Travancore,Active,"Fertilisers And Chemicals Travancore Ltd, Ordinary Share, National Stock Exchange of India",INE188A01015,,FACT,4295872610.0,,
Bharat Rasayan,IN:BRY,BRSN.NS,11/10/1995,1995,Equities,National India,India,Indian Rupee,Equity,Chemicals,Bharat Rasayan,Active,"Bharat Rasayan Ltd, Ordinary Share, National Stock Exchange of India",INE838B01013,,BHARATRAS,4295872589.0,,
Himadri Chemicals and Industries,IN:HI,HIMD.NS,04/06/1993,1993,Equities,National India,India,Indian Rupee,Equity,Chemicals,Himadri Chemicals and Industries,Active,"Himadri Speciality Chemical Ltd, Ordinary Share, National Stock Exchange of India",INE019C01026,,HSCL,4295872228.0,,
Indonesia Borax and Chemicals,IN:IBX,IBCH.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Chemicals,Indonesia Borax and Chemicals,Active,"Indo Borax and Chemicals Ltd, Ordinary Share, National Stock Exchange of India",INE803D01021,,INDOBORAX,4295873919.0,,
Chambal Fertilisers and Chemicals,IN:CHB,CHMB.NS,11/10/1993,1993,Equities,National India,India,Indian Rupee,Equity,Chemicals,Chambal Fertilisers and Chemicals,Active,"Chambal Fertilisers and Chemicals Ltd, Ordinary Share, National Stock Exchange of India",INE085A01013,,CHAMBLFERT,4295872689.0,,
Bodal Chemicals,IN:DNX,BODA.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Chemicals,Bodal Chemicals,Active,"Bodal Chemicals Ltd, Ordinary Share, National Stock Exchange of India",INE338D01028,,BODALCHEM,4295872564.0,,
Pidilite Industries,IN:PID,PIDI.NS,24/01/1994,1994,Equities,National India,India,Indian Rupee,Equity,Chemicals,Pidilite Industries,Active,"Pidilite Industries Ltd, Ordinary Share, National Stock Exchange of India",INE318A01026,,PIDILITIND,4295872857.0,,
Premier Explosives,IN:PEX,PRMR.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Chemicals,Premier Explosives,Active,"Premier Explosives Ltd, Ordinary Share, National Stock Exchange of India",INE863B01029,,PREMEXPLN,4295872325.0,,
Foseco India,IN:FOS,FSCO.NS,15/02/1994,1994,Equities,National India,India,Indian Rupee,Equity,Chemicals,Foseco India,Active,"Foseco India Ltd, Ordinary Share, National Stock Exchange of India",INE519A01011,,FOSECOIND,4295873339.0,,
SRF,IN:SF,SRFL.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,SRF,Active,"SRF Ltd, Ordinary Share, National Stock Exchange of India",INE647A01010,,SRF,4295873450.0,,
Orient Ceratech,IN:OTA,ORNT.NS,24/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Chemicals,Orient Ceratech,Active,"Orient Ceratech Ltd, Ordinary Share, National Stock Exchange of India",INE569C01020,,ORIENTCER,4295874018.0,,
Amines and Plasticizers,IN:AMN,AMNP.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Amines and Plasticizers,Active,"Amines and Plasticizers Ltd, Ordinary Share, National Stock Exchange of India",INE275D01022,,AMNPLST,4295873982.0,,
BASF India,IN:BSF,BASF.NS,02/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,BASF India,Active,"BASF India Ltd, Ordinary Share, National Stock Exchange of India",INE373A01013,,BASF,4295872235.0,,
Heubach Colorants India,IN:CLC,HEUB.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Heubach Colorants India,Active,"Heubach Colorants India Ltd, Ordinary Share, National Stock Exchange of India",INE492A01029,,HEUBACHIND,4295873059.0,,
Coromandel International,IN:COO,CORF.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Coromandel International,Active,"Coromandel International Ltd, Ordinary Share, National Stock Exchange of India",INE169A01031,,COROMANDEL,4295873145.0,,
Deepak Nitrite,IN:DEP,DPNT.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Deepak Nitrite,Active,"Deepak Nitrite Ltd, Ordinary Share, National Stock Exchange of India",INE288B01029,,DEEPAKNTR,4295872806.0,,
DCW,IN:DW,DCWL.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,DCW,Active,"DCW Ltd, Ordinary Share, National Stock Exchange of India",INE500A01029,,DCW,4295873431.0,,
Diamines and Chemicals,IN:DIC,DICH.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Diamines and Chemicals,Active,"Diamines and Chemicals Ltd, Ordinary Share, National Stock Exchange of India",INE591D01014,,DIAMINESQ,4295873287.0,,
Kanoria Chemicals and Industries,IN:KAN,KNRC.NS,03/08/1992,1992,Equities,National India,India,Indian Rupee,Equity,Chemicals,Kanoria Chemicals and Industries,Active,"Kanoria Chemicals and Industries Ltd, Ordinary Share, National Stock Exchange of India",INE138C01024,,KANORICHEM,4295873930.0,,
PCBL Chemical,IN:PCB,PCBL.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,PCBL Chemical,Active,"PCBL Chemical Ltd, Ordinary Share, National Stock Exchange of India",INE602A01031,,PCBL,4295873689.0,,
Punjab Chemicals and Crop,IN:PCP,PCHM.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Punjab Chemicals and Crop,Active,"Punjab Chemicals and Crop Protection Ltd, Ordinary Share, National Stock Exchange of India",INE277B01014,,PUNJABCHEM,4295873392.0,,
Sadhana Nitro Chem,IN:DNC,SADH.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Sadhana Nitro Chem,Active,"Sadhana Nitro Chem Ltd, Ordinary Share, National Stock Exchange of India",INE888C01040,,SADHNANIQ,4295872475.0,,
Gujarat Alkalies and Chemicals,IN:GJA,GALK.NS,02/01/1981,1981,Equities,National India,India,Indian Rupee,Equity,Chemicals,Gujarat Alkalies and Chemicals,Active,"Gujarat Alkalies And Chemicals Ltd, Ordinary Share, National Stock Exchange of India",INE186A01019,,GUJALKALI,4295873293.0,,
Sudarshan Chemicals,IN:SUD,SDCH.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Sudarshan Chemicals,Active,"Sudarshan Chemical Industries Ltd, Ordinary Share, National Stock Exchange of India",INE659A01023,,SUDARSCHEM,4295873046.0,,
Thirumalai Chemicals,IN:THI,THRM.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Thirumalai Chemicals,Active,"Thirumalai Chemicals Ltd, Ordinary Share, National Stock Exchange of India",INE338A01024,,TIRUMALCHM,4295872972.0,,
Gujarat Narmada Valley Fertilizer and Chemical,IN:GNV,GNFC.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Gujarat Narmada Valley Fertilizer and Chemical,Active,"Gujarat Narmada Valley Fertilizers & Chemicals Ltd, Ordinary Share, National Stock Exchange of India",INE113A01013,,GNFC,4295873154.0,,
Alkyl Amines Chemicals,IN:AAC,ALKY.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Alkyl Amines Chemicals,Active,"Alkyl Amines Chemicals Ltd, Ordinary Share, National Stock Exchange of India",INE150B01039,,ALKYLAMINE,4295872531.0,,
Nocil,IN:NOG,NOCI.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Nocil,Active,"Nocil Ltd, Ordinary Share, National Stock Exchange of India",INE163A01018,,NOCIL,4295872674.0,,
Southern Petrochemicals Industries Corporation,IN:STP,SPIC.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Southern Petrochemicals Industries Corporation,Active,"Southern Petrochemical Industries Corporation Ltd, Ordinary Share, National Stock Exchange of India",INE147A01011,,SPIC,4295873648.0,,
IVP,IN:IV,IVPL.NS,13/07/1993,1993,Equities,National India,India,Indian Rupee,Equity,Chemicals,IVP,Active,"IVP Ltd, Ordinary Share, National Stock Exchange of India",INE043C01018,,IVP,4295872467.0,,
Dhanuka Agritech,IN:DPT,DHNP.NS,31/05/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Dhanuka Agritech,Active,"Dhanuka Agritech Ltd, Ordinary Share, National Stock Exchange of India",INE435G01025,,DHANUKA,4295872826.0,,
Tamilnadu Petroproducts,IN:IPP,TPL.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Tamilnadu Petroproducts,Active,"Tamilnadu Petroproducts Ltd, Ordinary Share, National Stock Exchange of India",INE148A01019,,TNPETRO,4295873364.0,,
Tainwala CHPT India,IN:TWC,TAIN.NS,01/04/1991,1991,Equities,National India,India,Indian Rupee,Equity,Chemicals,Tainwala CHPT India,Active,"Tainwala Chemicals and Plastics (India) Ltd, Ordinary Share, National Stock Exchange of India",INE123C01018,,TAINWALCHM,4295872702.0,,
Khaitan Chemicals and Fertilizers,IN:KCF,KHCF.NS,19/05/1998,1998,Equities,National India,India,Indian Rupee,Equity,Chemicals,Khaitan Chemicals and Fertilizers,Active,"Khaitan Chemicals and Fertilizers Ltd, Ordinary Share, National Stock Exchange of India",INE745B01028,,KHAICHEM,4295872941.0,,
Dic India,IN:COA,DICI.NS,05/03/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Dic India,Active,"DIC India Ltd, Ordinary Share, National Stock Exchange of India",INE303A01010,,DICIND,4295873796.0,,
Mangalam Organics,IN:MCX,MANG.NS,03/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Chemicals,Mangalam Organics,Active,"Mangalam Organics Ltd, Ordinary Share, National Stock Exchange of India",INE370D01013,,MANORG,4295973127.0,,
Jupiter Bioscience,IN:JUP,JPTE.NS,20/04/1995,1995,Equities,National India,India,Indian Rupee,Equity,Chemicals,Jupiter Bioscience,Active,"Jupiter Bioscience Ltd, Ordinary Share, National Stock Exchange of India",INE918B01013,6438177,JUPITER,4295872248.0,,
Navin Fluorine International,IN:PYR,NAFL.NS,30/09/2003,2003,Equities,National India,India,Indian Rupee,Equity,Chemicals,Navin Fluorine International,Active,"Navin Fluorine International Ltd, Ordinary Share, National Stock Exchange of India",INE048G01026,,NAVINFLUOR,4295873852.0,,
Jaiprakash Associates,IN:JKA,JAIA.NS,14/06/2004,2004,Equities,National India,India,Indian Rupee,Equity,Chemicals,Jaiprakash Associates,Active,"Jaiprakash Associates Ltd, Ordinary Share, National Stock Exchange of India",INE455F01025,,JPASSOCIAT,4295872628.0,,
Atul,IN:ATP,ATLP.NS,04/10/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Atul,Active,"Atul Ltd, Ordinary Share, National Stock Exchange of India",INE100A01010,,ATUL,4295873707.0,,
Bayer Cropscience,IN:BAY,BAYE.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Bayer Cropscience,Active,"Bayer Cropscience Ltd, Ordinary Share, National Stock Exchange of India",INE462A01022,,BAYERCROP,4295872262.0,,
UPL,IN:UPH,UPLL.NS,14/05/1996,1996,Equities,National India,India,Indian Rupee,Equity,Chemicals,UPL,Active,"UPL Ltd, Ordinary Share, National Stock Exchange of India",INE628A01036,,UPL,4295872797.0,,
Excel Industries,IN:EXC,EXCI.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Excel Industries,Active,"Excel Industries Ltd, Ordinary Share, National Stock Exchange of India",INE369A01029,,EXCELINDUS,4295872468.0,,
Primo Chemicals,IN:PLK,PIMO.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Chemicals,Primo Chemicals,Active,"Primo Chemicals Ltd, Ordinary Share, National Stock Exchange of India",INE607A01022,,PRIMO,4295872289.0,,
Andhra Sugars,IN:DAA,ANDS.NS,27/11/1998,1998,Equities,National India,India,Indian Rupee,Equity,Chemicals,Andhra Sugars,Active,"Andhra Sugars Ltd, Ordinary Share, National Stock Exchange of India",INE715B01021,BND8Z84,ANDHRSUGAR,4295874105.0,,
Bhagiradha Chemicals and Industries,IN:BGH,BHCM.NS,24/07/2003,2003,Equities,National India,India,Indian Rupee,Equity,Chemicals,Bhagiradha Chemicals and Industries,Active,"Bhagiradha Chemicals and Industries Ltd, Ordinary Share, National Stock Exchange of India",INE414D01027,,BHAGCHEM,4295873823.0,,
Plastiblends India,IN:PLB,PLST.NS,31/03/1995,1995,Equities,National India,India,Indian Rupee,Equity,Chemicals,Plastiblends India,Active,"Plastiblends India Ltd, Ordinary Share, National Stock Exchange of India",INE083C01022,,PLASTIBLEN,4295872900.0,,
Xpro India Limited,IN:XPR,XPRO.NS,27/06/2003,2003,Equities,National India,India,Indian Rupee,Equity,Chemicals,Xpro India Limited,Active,"Xpro India Ltd, Ordinary Share, National Stock Exchange of India",INE445C01015,,XPROINDIA,4295873538.0,,
Vidhi Specialty Food Ingredients,IN:VFS,VIDH.NS,27/08/2003,2003,Equities,National India,India,Indian Rupee,Equity,Chemicals,Vidhi Specialty Food Ingredients,Active,"Vidhi Specialty Food Ingredients Ltd, Ordinary Share, National Stock Exchange of India",INE632C01026,,VIDHIING,4295873080.0,,
Rubfila International,IN:RFB,RUBF.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Chemicals,Rubfila International,Active,"Rubfila International Ltd, Ordinary Share, National Stock Exchange of India",INE642C01025,,RUBFILA,4295872242.0,,
Vinati Organics,IN:VOG,VNTI.NS,13/07/1993,1993,Equities,National India,India,Indian Rupee,Equity,Chemicals,Vinati Organics,Active,"Vinati Organics Ltd, Ordinary Share, National Stock Exchange of India",INE410B01037,,VINATIORGA,4295872182.0,,
Panama Petrochemicals,IN:PXT,PAPT.NS,19/04/1995,1995,Equities,National India,India,Indian Rupee,Equity,Chemicals,Panama Petrochemicals,Active,"Panama Petrochem Ltd, Ordinary Share, National Stock Exchange of India",INE305C01029,,PANAMAPET,4295872365.0,,
Nacl Industries,IN:NGN,NACL.NS,20/02/1995,1995,Equities,National India,India,Indian Rupee,Equity,Chemicals,Nacl Industries,Active,"NACL Industries Ltd, Ordinary Share, National Stock Exchange of India",INE295D01020,,NACLIND,4295874290.0,,
Privi Speciality Chemicals,IN:HEF,PIVI.NS,12/05/1995,1995,Equities,National India,India,Indian Rupee,Equity,Chemicals,Privi Speciality Chemicals,Active,"Privi Speciality Chemicals Ltd, Ordinary Share, National Stock Exchange of India",INE959A01019,,PRIVISCL,4295873029.0,,
